country,gender,school_type,math_score,reading_score,science_score,education_father,education_mother,education_parents,family_structure,immigration_status
133998,Germany,Female,Middle school,476.2502,505.1852,458.4483,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Single father/mother,Second-Generation
133999,Germany,Female,Middle school,521.1949,566.7442,561.1153,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134003,Germany,Male,Middle school,482.4038,484.3566,476.9116,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Second-Generation
134005,Germany,Male,Middle school,415.8046,393.7368,464.5095,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
134006,Germany,Female,Middle school,532.9568,553.0026,500.31699999999995,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Second-Generation
134010,Germany,Female,Middle school,469.084,486.2806,434.1104,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134013,Germany,Female,Middle school,592.7014,591.0501,627.3219,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
134014,Germany,Female,Middle school,449.0653,447.5977,467.8665,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
134015,Germany,Male,Middle school,640.3723,580.0286,660.8915,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134018,Germany,Male,Middle school,620.9768,518.8402,611.4696,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134019,Germany,Male,Middle school,498.0604,438.4051,467.1205,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134020,Germany,Female,Middle school,431.695,453.7139,450.8952,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134022,Germany,Male,Middle school,509.2771,460.2982,509.2689,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134023,Germany,Female,Middle school,496.4247,483.8977,513.2786,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134024,Germany,Male,Middle school,626.5851,574.816,605.7814,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134025,Germany,Female,Middle school,579.8489,590.8912,600.4662,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134026,Germany,Male,Middle school,441.3538,403.2799,456.7699,ISCED 5B,ISCED 2,ISCED 5B,Single father/mother,Native
134028,Germany,Male,High school,450.3895,449.07099999999997,449.2167,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134029,Germany,Female,High school,539.6557,573.6547,552.1634,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134030,Germany,Male,High school,592.4677,586.1234,631.1451,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134032,Germany,Female,High school,548.3019,582.3127,562.0477,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134033,Germany,Male,High school,545.1083,479.5449,516.7288,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134034,Germany,Female,High school,483.1048,542.5972,558.038,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
134035,Germany,Male,High school,539.9673,548.5122,537.8031,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134037,Germany,Male,High school,599.4781,625.4187,684.2969,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134039,Germany,Male,High school,599.4002,539.1294,573.2376,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134041,Germany,Female,High school,517.3781,544.1858,577.6203,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134042,Germany,Female,High school,508.1866,575.005,553.8419,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
134043,Germany,Female,High school,532.2558,548.4751,517.2883,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134044,Germany,Male,High school,532.3337,541.856,543.5845,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134046,Germany,Male,High school,639.5934,613.7103,656.2289999999999,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134047,Germany,Male,High school,557.026,481.3894,593.7523,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134048,Germany,Male,Middle school,653.3806,552.5219,659.3995,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134049,Germany,Female,Middle school,620.7431,636.3258,661.8239,ISCED 5B,ISCED 2,ISCED 5B,Single father/mother,Native
134050,Germany,Female,Middle school,646.8375,631.4805,625.3637,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Native
134051,Germany,Male,Middle school,564.8933,575.7783,588.1574,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134052,Germany,Male,Middle school,599.6339,535.6811,623.0325,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
134053,Germany,Female,Middle school,559.9081,589.5409,590.3954,None,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
134054,Germany,Female,Middle school,604.0738,627.1118,612.4021,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134055,Germany,Female,Middle school,569.5669,558.4834,556.1731,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134057,Germany,Female,Middle school,505.6161,531.7946,496.7736,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Second-Generation
134059,Germany,Male,Middle school,513.4834,527.5814,508.6162,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134061,Germany,Male,Middle school,559.4407,539.6908,583.3085,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134062,Germany,Female,Middle school,498.7615,583.4247,597.4823,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
134063,Germany,Male,Middle school,597.9202,578.9059,620.8877,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
134064,Germany,Male,Middle school,646.7596,617.4795,665.8336,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
134065,Germany,Male,Middle school,550.1714,532.4733,545.5427,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134066,Germany,Female,Middle school,590.1309,616.4680000000001,623.6852,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134067,Germany,Male,Middle school,606.878,523.8925,606.8072,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134069,Germany,Male,Middle school,555.5459999999999,497.1877,509.6419,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
134071,Germany,Female,Middle school,499.9299,496.6066,508.3364,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134072,Germany,Female,High school,594.4929,622.1076,597.2958,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
134073,Germany,Male,High school,514.2623,538.0869,547.1279,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134074,Germany,Male,High school,667.9467,567.9994,623.5919,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134075,Germany,Female,High school,574.3184,541.0880000000001,572.9579,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Single father/mother,Native
134076,Germany,Male,High school,693.1843,593.3409,645.0392,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134077,Germany,Female,High school,668.6478,663.1735,627.5084,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134079,Germany,Male,High school,578.9921,532.4733,544.0507,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134080,Germany,Female,High school,480.9238,553.5587,509.0824,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
134082,Germany,Female,High school,645.1239,669.7662,685.1361,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134083,Germany,Male,High school,611.7074,571.7686,583.2152,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134084,Germany,Female,High school,687.1865,682.4752,701.9209,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134086,Germany,Male,High school,641.385,578.0238,629.0936,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134087,Germany,Female,High school,645.3575,660.4728,687.9336,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134088,Germany,Female,High school,583.5878,578.4206,591.7009,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134090,Germany,Female,High school,668.0246,662.538,684.2969,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134091,Germany,Male,High school,749.5015,674.3374,718.426,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134093,Germany,Male,High school,568.009,528.3834,526.3335,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
134094,Germany,Female,High school,698.9484,705.7485,739.2204,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134095,Germany,Female,High school,731.8196,731.9607,768.1276,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134096,Germany,Female,High school,545.4977,545.0595,547.4077,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134097,Germany,Female,High school,527.5043,572.0661,628.0679,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
134098,Germany,Male,High school,484.42900000000003,504.325,528.4782,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134099,Germany,Female,High school,578.2909999999999,578.2617,596.4565,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134100,Germany,Female,High school,543.9399,601.4556,594.4051,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134102,Germany,Male,High school,654.0037,602.1623,680.567,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
134103,Germany,Female,High school,483.1048,481.4353,503.0213,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134104,Germany,Female,High school,651.4332,671.3549,710.5931,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134106,Germany,Female,High school,726.367,697.8054,775.5875,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134107,Germany,Male,High school,573.5395,539.1294,612.4021,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134108,Germany,Male,High school,677.995,577.2218,672.9206,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134109,Germany,Male,High school,767.5728,664.5536,722.6222,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
134110,Germany,Male,High school,683.7592,620.6872,735.8635,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134111,Germany,Male,High school,532.1779,513.9483,595.3376,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134112,Germany,Male,High school,672.3088,605.6909,684.2037,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134113,Germany,Male,High school,616.8484,608.5779,635.7143,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134119,Germany,Female,Middle school,552.4303,552.9232,581.3502,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134120,Germany,Female,Middle school,558.0386,515.4318,592.0739,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
134121,Germany,Female,Middle school,655.25,573.6547,652.3126,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
134122,Germany,Female,Middle school,527.5822,487.8692,541.8128,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
134124,Germany,Male,Middle school,520.1823,460.2982,539.1085,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134125,Germany,Male,Middle school,485.5196,463.506,442.969,None,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134126,Germany,Male,Middle school,458.101,422.8474,496.7736,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134127,Germany,Male,Middle school,529.5295,485.9605,561.4883,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134129,Germany,Female,Middle school,582.5752,622.8225,624.5244,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134132,Germany,Male,Middle school,527.0369,490.6919,575.1958,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134133,Germany,Female,Middle school,490.9721,425.913,468.5192,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134134,Germany,Male,Middle school,583.5878,481.1488,613.1481,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
134138,Germany,Female,Middle school,644.5007,648.0816,679.7277,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
134143,Germany,Male,Main school,419.7772,436.9616,495.8411,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134145,Germany,Female,Main school,286.9684,415.3487,370.1417,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134148,Germany,Male,Main school,307.9997,355.0028,372.0067,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134149,Germany,Male,Main school,492.6079,461.7417,571.2794,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
134150,Germany,Male,Main school,347.5697,416.111,400.4476,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
134151,Germany,Female,Main school,350.2181,438.5426,464.2298,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134156,Germany,Male,Main school,426.7098,387.3212,473.8344,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134157,Germany,Male,Main school,432.4739,381.7076,469.7314,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
134159,Germany,Female,Main school,407.7816,426.1513,419.3771,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
134161,Germany,Female,Main school,412.2215,471.1887,528.4782,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Second-Generation
134164,Germany,Male,Vocational college,429.3582,307.1267,355.7814,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134173,Germany,Female,High school,693.5738,663.1735,631.2383,ISCED 5B,ISCED 5B,ISCED 5B,Single father/mother,Native
134174,Germany,Female,High school,638.1134,648.3199,688.6796,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134175,Germany,Male,High school,551.8071,551.4794,546.3819,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Native
134183,Germany,Female,High school,619.7305,606.9363,577.9933,"ISCED 3B, C",None,"ISCED 3B, C",Both parents,Second-Generation
134185,Germany,Female,High school,593.7919,564.9173,553.9351,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Second-Generation
134186,Germany,Male,High school,592.1561,566.0748,552.4431,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
134189,Germany,Female,Integrated school,490.8942,533.1449,509.8284,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134190,Germany,Female,Integrated school,610.8506,577.5468,591.6076,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134192,Germany,Male,Integrated school,456.621,370.4804,398.6759,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134193,Germany,Female,Integrated school,595.9729,558.8011,601.2122,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134194,Germany,Male,Integrated school,515.7423,522.2886,562.9802,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
134195,Germany,Male,Integrated school,514.496,453.3213,482.7863,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134197,Germany,Female,Integrated school,612.4864,625.5232,640.3767,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134199,Germany,Male,Integrated school,446.5727,443.69800000000004,474.3939,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Second-Generation
134200,Germany,Male,Integrated school,651.3554,608.5779,656.8818,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
134201,Germany,Female,Integrated school,488.7132,539.3405,534.9123,ISCED 2,ISCED 5B,ISCED 5B,Single father/mother,Native
134202,Germany,Male,Integrated school,586.0804,557.8949,620.981,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134203,Germany,Female,Integrated school,470.6418,516.4644,519.8993,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134206,Germany,Male,Integrated school,562.4786,487.00300000000004,528.4782,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134207,Germany,Male,Integrated school,568.8659,513.2266,531.5554,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134208,Germany,Male,Integrated school,543.5504,483.5546,535.3786,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134209,Germany,Male,Integrated school,503.9025,471.4453,546.1954,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134210,Germany,Male,Integrated school,608.9811,578.9861,633.2898,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
134211,Germany,Male,High school,634.1408,581.6325,640.3767,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134212,Germany,Male,High school,555.7018,543.4599,583.6815,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134214,Germany,Female,High school,586.0025,618.1361,609.8844,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
134216,Germany,Male,High school,637.4124,515.0711,621.727,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,First-Generation
134217,Germany,Female,High school,619.4189,642.6803,600.9325,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Native
134218,Germany,Female,High school,650.6543,643.554,692.3163,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Native
134220,Germany,Male,High school,664.6752,635.1222,655.5763,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134221,Germany,Male,High school,631.2588,599.5961,648.0231,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134222,Germany,Male,High school,586.0804,552.3615,590.8616,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
134224,Germany,Male,High school,611.9411,564.4709,603.1705,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134225,Germany,Male,High school,622.8462,633.4382,640.47,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134226,Germany,Male,High school,489.8816,469.0394,544.3305,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134227,Germany,Female,High school,518.2349,533.9392,487.16900000000004,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
134229,Germany,Male,High school,603.8402,546.0261,556.1731,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134230,Germany,Female,High school,557.8828,590.3352,579.765,ISCED 5B,ISCED 5B,ISCED 5B,Single father/mother,Native
134231,Germany,Female,High school,651.589,632.672,677.6762,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134232,Germany,Female,High school,578.0573,587.3963,604.0097,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134233,Germany,Male,High school,740.1542,725.6619,738.0082,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
134234,Germany,Male,High school,596.0508,535.6811,578.646,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134236,Germany,Male,High school,585.9246,532.4733,544.3305,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134237,Germany,Male,High school,689.6012,621.7298,683.2712,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134240,Germany,Female,High school,551.0282,597.2457,578.0865,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
134241,Germany,Female,High school,579.0699,609.9547,646.1581,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134242,Germany,Male,High school,663.1173,610.262,654.0843,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134243,Germany,Female,High school,636.4776,602.4882,580.6975,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
134245,Germany,Female,High school,442.3664,460.7832,389.5375,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Single father/mother,Native
134246,Germany,Female,High school,631.8819,591.1295,642.9877,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134248,Germany,Male,High school,618.0168,482.5923,558.2245,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134249,Germany,Male,High school,564.1922,523.0905,538.7355,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134251,Germany,Male,High school,642.0081,567.6787,586.0127,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
134252,Germany,Male,High school,555.5459999999999,546.0261,553.3756,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Single father/mother,Native
134254,Germany,Male,High school,567.3859,453.6421,455.9306,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
134255,Germany,Female,High school,633.9072,603.8385,620.235,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
